order_id,customer_id,order_date,order_value,product_category,order_status,shipping_cost,discount_amount,payment_processing_fee,product_cost,delivery_days,customer_rating,was_promoted,referral_used,net_revenue
70158,14396,2026-01-11,70.5,Home & Garden,Delivered,2.67,0.0,2.04,42.3,13.0,5.0,No,No,23.49
77877,16255,2026-01-11,185.73,Food & Beverage,Delivered,13.08,0.0,5.39,120.72,9.0,5.0,No,No,46.54
81442,17208,2026-01-11,170.98,Books,Delivered,3.1,19.99,4.96,85.49,11.0,4.0,Yes,No,97.42
81119,17123,2026-01-11,58.59,Home & Garden,Returned,5.94,11.76,1.7,35.15,,3.0,Yes,No,27.56
59871,12085,2026-01-11,56.95,Sports,Delivered,9.31,0.0,1.65,33.03,9.0,2.0,No,No,12.96
69994,14364,2026-01-11,226.87,Fashion,Delivered,4.96,0.0,6.58,124.78,12.0,,No,No,90.55
80941,17069,2026-01-11,165.92,Electronics,Delivered,11.54,0.0,4.81,124.44,12.0,,No,Yes,25.13
82188,17407,2026-01-11,145.07,Home & Garden,Delivered,3.19,27.87,4.21,87.04,3.0,4.0,Yes,No,78.5
74453,15403,2026-01-11,167.03,Electronics,Delivered,4.51,0.0,4.84,125.27,4.0,,No,No,32.41
74301,15371,2026-01-11,146.65,Fashion,Delivered,10.81,0.0,4.25,80.66,13.0,,No,No,50.93
81541,17236,2026-01-11,237.74,Electronics,Delivered,14.9,0.0,6.89,178.31,8.0,3.0,No,No,37.64
77736,16219,2026-01-11,32.67,Sports,Cancelled,21.28,12.14,0.95,18.95,,5.0,Yes,No,3.63
81399,17199,2026-01-11,77.56,Food & Beverage,Cancelled,15.3,0.0,2.25,50.41,,2.0,No,Yes,9.6
64728,13143,2026-01-11,106.0,Electronics,Delivered,0.97,0.0,3.07,79.5,13.0,5.0,No,Yes,22.46
80344,16906,2026-01-11,113.03,Beauty,Delivered,13.77,25.19,3.28,50.86,10.0,5.0,Yes,No,70.31
82199,17411,2026-01-11,52.17,Food & Beverage,Failed,3.56,28.16,1.51,33.91,,,Yes,No,41.35
56567,11383,2026-01-11,46.98,Sports,Delivered,23.41,0.0,1.36,27.25,9.0,4.0,No,No,-5.04
76220,15830,2026-01-11,69.42,Books,Delivered,24.88,0.0,2.01,34.71,12.0,5.0,No,No,7.82
51335,10285,2026-01-11,78.57,Sports,In Transit,14.91,0.0,2.28,45.57,,2.0,No,No,15.81
81806,17299,2026-01-11,138.1,Electronics,Delivered,11.19,0.0,4.0,103.57,4.0,2.0,No,No,19.34
52697,10568,2026-01-11,54.29,Books,Delivered,0.35,0.0,1.57,27.14,4.0,2.0,No,No,25.23
77577,16179,2026-01-11,51.42,Food & Beverage,Delivered,6.18,0.0,1.49,33.42,10.0,,No,No,10.33
82048,17371,2026-01-11,47.28,Home & Garden,Delivered,17.37,0.0,1.37,28.37,9.0,2.0,No,No,0.17
81834,17308,2026-01-11,65.47,Home & Garden,Delivered,24.56,0.0,1.9,39.28,9.0,5.0,No,No,-0.27
67790,13817,2026-01-11,40.94,Electronics,Delivered,7.06,9.65,1.19,30.7,12.0,,Yes,No,11.64
58959,11889,2026-01-11,33.44,Books,Delivered,17.7,0.0,0.97,16.72,4.0,5.0,No,No,-1.95
80700,16995,2026-01-11,97.4,Beauty,Failed,21.36,9.54,2.82,43.83,,3.0,Yes,No,38.93
80495,16943,2026-01-11,35.7,Food & Beverage,Delivered,5.62,6.28,1.04,23.21,4.0,,Yes,No,12.11
82592,17510,2026-01-11,63.25,Books,Delivered,23.83,16.08,1.83,31.62,13.0,3.0,Yes,No,22.05
78278,16357,2026-01-11,54.36,Food & Beverage,Delivered,23.6,0.0,1.58,35.33,8.0,5.0,No,No,-6.15
73615,15188,2026-01-11,25.48,Fashion,Delivered,24.95,0.0,0.74,14.01,14.0,4.0,No,Yes,-14.22
82650,17532,2026-01-11,124.37,Sports,Delivered,6.38,26.28,3.61,72.13,8.0,4.0,Yes,No,68.53
66957,13644,2026-01-11,146.29,Fashion,Delivered,10.63,0.0,4.24,80.46,12.0,4.0,No,No,50.96
72583,14944,2026-01-11,91.48,Books,Delivered,3.0,20.76,2.65,45.74,10.0,1.0,Yes,No,60.85
74081,15305,2026-01-11,56.41,Electronics,Delivered,7.35,21.64,1.64,42.31,4.0,,Yes,No,26.75
81844,17311,2026-01-11,163.51,Home & Garden,Delivered,12.63,0.0,4.74,98.11,13.0,4.0,No,No,48.03
58899,11873,2026-01-11,104.05,Electronics,Delivered,2.53,0.0,3.02,78.04,6.0,4.0,No,No,20.46
81593,17250,2026-01-11,107.61,Beauty,Delivered,11.15,0.0,3.12,48.42,11.0,5.0,No,No,44.92
77667,16199,2026-01-11,48.19,Sports,Delivered,8.35,0.0,1.4,27.95,4.0,5.0,No,No,10.49
82564,17503,2026-01-11,67.58,Food & Beverage,Delivered,8.82,0.0,1.96,43.93,5.0,3.0,No,No,12.87
77133,16056,2026-01-11,42.22,Electronics,Delivered,17.34,22.99,1.22,31.66,4.0,5.0,Yes,No,14.99
60219,12167,2026-01-11,69.95,Books,Delivered,4.26,14.84,2.03,34.98,4.0,,Yes,No,43.52
65495,13319,2026-01-11,59.02,Fashion,Delivered,4.6,29.06,1.71,32.46,4.0,,Yes,Yes,49.31
79984,16798,2026-01-11,83.37,Home & Garden,Delivered,13.15,17.82,2.42,50.02,5.0,4.0,Yes,No,35.6
81877,17322,2026-01-11,93.16,Fashion,Delivered,0.65,0.0,2.7,51.24,11.0,,No,No,38.57
82565,17503,2026-01-11,61.47,Sports,Failed,5.3,11.49,1.78,35.65,,3.0,Yes,No,30.23
80677,16991,2026-01-11,32.73,Sports,Delivered,0.2,0.0,0.95,18.98,6.0,5.0,No,No,12.6
82044,17371,2026-01-11,68.32,Home & Garden,Delivered,14.92,5.71,1.98,40.99,6.0,,Yes,No,16.14
50266,10060,2026-01-11,36.29,Food & Beverage,Delivered,20.77,18.27,1.05,23.59,4.0,4.0,Yes,No,9.15
80671,16988,2026-01-11,66.09,Beauty,Delivered,9.57,14.45,1.92,29.74,4.0,5.0,Yes,No,39.31
78703,16471,2026-01-11,25.47,Beauty,Delivered,15.4,0.0,0.74,11.46,7.0,3.0,No,Yes,-2.13
82648,17531,2026-01-11,47.94,Home & Garden,Returned,2.2,6.51,1.39,28.76,,3.0,Yes,No,22.1
67606,13783,2026-01-11,92.79,Home & Garden,In Transit,10.03,0.0,2.69,55.67,,4.0,No,No,24.4
81861,17316,2026-01-11,40.75,Fashion,Delivered,21.5,0.0,1.18,22.41,11.0,2.0,No,No,-4.34
77884,16257,2026-01-11,76.45,Fashion,Delivered,17.39,0.0,2.22,42.05,11.0,5.0,No,No,14.79
81792,17297,2026-01-11,43.94,Fashion,Delivered,21.71,0.0,1.27,24.17,9.0,5.0,No,No,-3.21
51865,10395,2026-01-11,73.37,Electronics,Delivered,4.4,0.0,2.13,55.03,5.0,5.0,No,No,11.81
71421,14677,2026-01-11,87.75,Home & Garden,Delivered,19.29,0.0,2.54,52.65,5.0,,No,No,13.27
81008,17090,2026-01-11,63.38,Electronics,Delivered,14.5,0.0,1.84,47.54,12.0,2.0,No,No,-0.5
58056,11699,2026-01-11,81.15,Food & Beverage,Delivered,1.22,0.0,2.35,52.75,10.0,4.0,No,No,24.83
62659,12677,2026-01-11,34.85,Food & Beverage,Delivered,5.78,0.0,1.01,22.65,9.0,4.0,No,No,5.41
82352,17454,2026-01-11,42.97,Food & Beverage,Delivered,7.72,0.0,1.25,27.93,5.0,5.0,No,No,6.07
73650,15194,2026-01-11,33.4,Fashion,Delivered,5.43,18.04,0.97,18.37,6.0,5.0,Yes,No,26.67
76966,16018,2026-01-12,67.7,Food & Beverage,Delivered,4.24,0.0,1.96,44.01,4.0,5.0,No,No,17.49
60743,12284,2026-01-12,28.84,Books,Delivered,10.85,0.0,0.84,14.42,3.0,1.0,No,No,2.73
54692,10988,2026-01-12,109.2,Home & Garden,Delivered,14.1,11.51,3.17,65.52,7.0,,Yes,No,37.92
73545,15164,2026-01-12,71.36,Home & Garden,Delivered,23.95,0.0,2.07,42.82,4.0,4.0,No,No,2.52
79652,16715,2026-01-12,97.01,Fashion,Delivered,9.85,12.14,2.81,53.36,3.0,2.0,Yes,No,43.13
81841,17309,2026-01-12,99.38,Sports,Delivered,22.19,7.32,2.88,57.64,1.0,2.0,Yes,No,23.99
80475,16937,2026-01-12,76.6,Food & Beverage,Returned,5.19,0.0,2.22,49.79,,,No,No,19.4
69522,14252,2026-01-12,154.81,Fashion,Delivered,2.53,7.08,4.49,85.15,8.0,5.0,Yes,No,69.72
54859,11019,2026-01-12,291.04,Fashion,Delivered,3.67,0.0,8.44,160.07,5.0,4.0,No,No,118.86
79910,16782,2026-01-12,102.67,Food & Beverage,Delivered,14.72,8.35,2.98,66.74,12.0,3.0,Yes,No,26.58
81946,17341,2026-01-12,84.89,Food & Beverage,Cancelled,20.46,0.0,2.46,55.18,,2.0,No,No,6.79
60793,12296,2026-01-12,162.73,Electronics,Delivered,12.27,9.99,4.72,122.05,12.0,4.0,Yes,No,33.68
78189,16336,2026-01-12,90.69,Sports,Returned,20.93,13.53,2.63,52.6,,,Yes,No,28.06
81845,17311,2026-01-12,216.3,Books,Delivered,4.18,6.55,6.27,108.15,13.0,5.0,Yes,No,104.25
60581,12251,2026-01-12,62.76,Fashion,Delivered,19.23,0.0,1.82,34.52,7.0,5.0,No,No,7.19
82703,17546,2026-01-12,51.2,Books,Delivered,19.53,0.0,1.48,25.6,10.0,,No,No,4.59
75530,15668,2026-01-12,162.22,Home & Garden,Failed,5.23,18.58,4.7,97.33,,4.0,Yes,No,73.54
82237,17423,2026-01-12,181.09,Electronics,Cancelled,0.43,18.03,5.25,135.82,,4.0,Yes,No,57.62
77419,16131,2026-01-12,66.67,Food & Beverage,Delivered,16.34,23.49,1.93,43.34,8.0,5.0,Yes,No,28.55
73735,15221,2026-01-12,274.4,Beauty,Delivered,6.54,0.0,7.96,123.48,9.0,,No,No,136.42
81976,17353,2026-01-12,62.8,Home & Garden,Delivered,14.79,0.0,1.82,37.68,11.0,5.0,No,No,8.51
81580,17247,2026-01-12,57.65,Sports,Delivered,18.18,0.0,1.67,33.44,9.0,2.0,No,Yes,4.36
68275,13933,2026-01-12,36.66,Books,Delivered,24.4,0.0,1.06,18.33,10.0,4.0,No,No,-7.13
82609,17519,2026-01-12,49.94,Beauty,Delivered,15.17,7.3,1.45,22.47,12.0,3.0,Yes,No,18.15
82680,17542,2026-01-12,55.64,Food & Beverage,Delivered,8.45,0.0,1.61,36.17,13.0,,No,No,9.41
77798,16234,2026-01-12,113.75,Electronics,Delivered,2.94,0.0,3.3,85.31,8.0,4.0,No,Yes,22.2
77775,16226,2026-01-12,58.18,Home & Garden,Returned,11.0,0.0,1.69,34.91,,5.0,No,No,10.58
80920,17061,2026-01-12,91.52,Home & Garden,Delivered,20.02,0.0,2.65,54.91,6.0,4.0,No,No,13.94
78518,16417,2026-01-12,123.79,Books,Delivered,7.3,0.0,3.59,61.9,8.0,4.0,No,No,51.0
70896,14572,2026-01-12,65.09,Sports,Cancelled,11.42,0.0,1.89,37.75,,4.0,No,No,14.03
81188,17139,2026-01-12,272.86,Books,Delivered,11.42,19.78,7.91,136.43,8.0,2.0,Yes,No,136.88
82453,17476,2026-01-12,66.91,Home & Garden,Delivered,9.66,29.29,1.94,40.15,10.0,,Yes,No,44.45
80276,16889,2026-01-12,54.59,Beauty,In Transit,4.9,0.0,1.58,24.57,,,No,No,23.54
55761,11213,2026-01-12,69.26,Electronics,Delivered,18.55,0.0,2.01,51.95,6.0,4.0,No,No,-3.25
82709,17547,2026-01-12,61.36,Electronics,Delivered,20.93,19.76,1.78,46.02,6.0,3.0,Yes,Yes,12.39
55376,11138,2026-01-12,59.02,Sports,Delivered,4.05,0.0,1.71,34.23,7.0,,No,No,19.03
82450,17476,2026-01-12,45.76,Food & Beverage,Delivered,17.46,0.0,1.33,29.74,13.0,5.0,No,No,-2.77
63310,12816,2026-01-12,37.51,Books,Delivered,0.09,0.0,1.09,18.75,10.0,3.0,No,No,17.58
62817,12706,2026-01-12,25.61,Beauty,Cancelled,2.52,27.11,0.74,11.52,,,Yes,No,37.94
73533,15164,2026-01-12,149.15,Food & Beverage,Delivered,12.32,0.0,4.33,96.95,6.0,5.0,No,No,35.55
75957,15774,2026-01-12,70.5,Beauty,In Transit,22.26,0.0,2.04,31.73,,4.0,No,No,14.47
77825,16243,2026-01-12,96.97,Beauty,Delivered,6.48,0.0,2.81,43.64,9.0,5.0,No,No,44.04
82200,17411,2026-01-12,63.29,Books,Cancelled,1.34,14.48,1.84,31.64,,1.0,Yes,No,42.95
81363,17190,2026-01-12,64.64,Electronics,Cancelled,20.33,0.0,1.87,48.48,,4.0,No,No,-6.04
68063,13882,2026-01-12,60.25,Books,Delivered,22.81,8.85,1.75,30.12,11.0,5.0,Yes,No,14.42
81511,17229,2026-01-12,111.32,Food & Beverage,Delivered,5.25,0.0,3.23,72.36,3.0,2.0,No,Yes,30.48
82006,17357,2026-01-12,152.93,Electronics,Delivered,5.31,0.0,4.43,114.7,12.0,,No,No,28.49
65720,13373,2026-01-12,189.0,Home & Garden,Delivered,3.88,0.0,5.48,113.4,9.0,,No,No,66.24
58220,11723,2026-01-12,129.14,Home & Garden,Delivered,9.29,0.0,3.75,77.48,12.0,,No,No,38.62
75733,15721,2026-01-12,137.28,Sports,In Transit,8.47,0.0,3.98,79.62,,1.0,No,No,45.21
81809,17301,2026-01-12,100.24,Electronics,Delivered,13.29,0.0,2.91,75.18,2.0,4.0,No,No,8.86
78324,16365,2026-01-12,152.26,Beauty,Delivered,6.89,0.0,4.42,68.52,3.0,3.0,No,No,72.43
52007,10428,2026-01-12,43.31,Food & Beverage,Delivered,19.68,0.0,1.26,28.15,8.0,,No,No,-5.78
78437,16392,2026-01-12,65.91,Electronics,Delivered,14.63,0.0,1.91,49.43,6.0,1.0,No,No,-0.06
80552,16954,2026-01-12,41.02,Fashion,Cancelled,20.52,25.26,1.19,22.56,,,Yes,No,22.01
79856,16769,2026-01-12,124.95,Electronics,Delivered,10.57,0.0,3.62,93.71,5.0,5.0,No,No,17.05
81484,17217,2026-01-12,98.86,Beauty,Delivered,0.93,0.0,2.87,44.49,8.0,2.0,No,No,50.57
78963,16542,2026-01-12,138.28,Home & Garden,Returned,2.76,0.0,4.01,82.97,,,No,No,48.54
81915,17332,2026-01-12,126.79,Home & Garden,Delivered,8.4,0.0,3.68,76.07,12.0,2.0,No,No,38.64
82018,17364,2026-01-12,44.52,Books,Delivered,12.8,0.0,1.29,22.26,4.0,2.0,No,No,8.17
81771,17291,2026-01-12,60.62,Home & Garden,Delivered,10.82,27.21,1.76,36.37,12.0,3.0,Yes,No,38.88
56275,11327,2026-01-12,39.32,Home & Garden,Delivered,4.28,22.67,1.14,23.59,13.0,5.0,Yes,No,32.98
78614,16444,2026-01-12,114.76,Food & Beverage,Delivered,12.75,0.0,3.33,74.59,3.0,5.0,No,No,24.09
65854,13403,2026-01-12,85.69,Books,Delivered,14.04,0.0,2.49,42.84,14.0,,No,No,26.32
80540,16951,2026-01-12,81.68,Beauty,Delivered,8.77,0.0,2.37,36.76,11.0,,No,No,33.78
81775,17292,2026-01-12,248.65,Fashion,Cancelled,3.78,0.0,7.21,136.76,,,No,No,100.9
70439,14458,2026-01-12,175.83,Fashion,Delivered,10.41,0.0,5.1,96.71,3.0,4.0,No,No,63.61
78024,16293,2026-01-12,58.81,Fashion,Delivered,2.0,0.0,1.71,32.35,10.0,,No,No,22.75
81351,17185,2026-01-12,118.67,Books,Delivered,3.21,0.0,3.44,59.34,3.0,4.0,No,No,52.68
62929,12735,2026-01-12,79.3,Beauty,Delivered,9.2,0.0,2.3,35.69,2.0,4.0,No,No,32.11
82118,17390,2026-01-12,110.26,Electronics,Delivered,8.23,26.95,3.2,82.7,5.0,2.0,Yes,Yes,43.08
79520,16676,2026-01-12,60.23,Electronics,Delivered,8.7,29.31,1.75,45.17,12.0,,Yes,No,33.92
81927,17337,2026-01-12,63.09,Fashion,Returned,7.76,6.63,1.83,34.7,,,Yes,No,25.43
80621,16973,2026-01-12,98.83,Food & Beverage,Delivered,20.54,18.45,2.87,64.24,4.0,1.0,Yes,No,29.63
82139,17394,2026-01-12,56.37,Electronics,Delivered,1.52,0.0,1.63,42.28,3.0,3.0,No,No,10.94
81337,17181,2026-01-12,139.02,Home & Garden,Delivered,7.99,19.49,4.03,83.41,6.0,5.0,Yes,No,63.08
82538,17498,2026-01-12,190.56,Fashion,Cancelled,8.1,6.67,5.53,104.81,,,Yes,No,78.79
76007,15785,2026-01-12,67.86,Electronics,Delivered,4.99,0.0,1.97,50.89,4.0,4.0,No,No,10.01
69975,14357,2026-01-12,149.79,Books,Failed,1.51,15.19,4.34,74.89,,1.0,Yes,No,84.24
54667,10987,2026-01-12,161.05,Home & Garden,Delivered,0.31,0.0,4.67,96.63,3.0,4.0,No,No,59.44
82668,17536,2026-01-12,96.98,Books,Delivered,13.38,0.0,2.81,48.49,2.0,1.0,No,No,32.3
61944,12547,2026-01-12,63.81,Fashion,Delivered,21.66,23.46,1.85,35.1,6.0,,Yes,No,28.66
80181,16853,2026-01-12,31.77,Food & Beverage,Delivered,20.12,8.2,0.92,20.65,5.0,2.0,Yes,No,-1.72
81015,17092,2026-01-12,140.66,Books,Delivered,4.68,0.0,4.08,70.33,1.0,,No,No,61.57
82181,17407,2026-01-12,129.95,Electronics,Delivered,5.68,0.0,3.77,97.46,3.0,5.0,No,No,23.04
80970,17078,2026-01-12,38.6,Food & Beverage,Delivered,21.29,0.0,1.12,25.09,12.0,,No,No,-8.9
64732,13144,2026-01-12,53.68,Beauty,Delivered,12.41,0.0,1.56,24.16,12.0,3.0,No,No,15.55
75461,15649,2026-01-12,201.81,Home & Garden,Delivered,0.94,0.0,5.85,121.09,5.0,4.0,No,No,73.93
75012,15533,2026-01-13,50.56,Books,Cancelled,6.19,25.45,1.47,25.28,,,Yes,Yes,43.07
81650,17267,2026-01-13,35.26,Home & Garden,Delivered,17.66,0.0,1.02,21.16,2.0,1.0,No,No,-4.58
81637,17265,2026-01-13,46.14,Sports,Delivered,15.58,5.77,1.34,26.76,9.0,4.0,Yes,No,8.23
70634,14516,2026-01-13,84.78,Sports,Returned,15.88,0.0,2.46,49.17,,,No,No,17.27
78286,16358,2026-01-13,63.31,Sports,Delivered,9.64,0.0,1.84,36.72,5.0,,No,No,15.11
81121,17123,2026-01-13,58.35,Electronics,Delivered,3.1,0.0,1.69,43.76,7.0,1.0,No,No,9.8
69452,14234,2026-01-13,63.97,Fashion,Delivered,16.47,0.0,1.86,35.18,3.0,4.0,No,No,10.46
82407,17466,2026-01-13,73.16,Sports,Delivered,13.75,0.0,2.12,42.43,4.0,4.0,No,No,14.86
75384,15630,2026-01-13,108.04,Beauty,In Transit,11.34,6.68,3.13,48.62,,4.0,Yes,No,51.63
81429,17204,2026-01-13,53.59,Sports,Delivered,10.43,0.0,1.55,31.08,13.0,3.0,No,No,10.53
61158,12375,2026-01-13,36.35,Home & Garden,Cancelled,0.73,0.0,1.05,21.81,,5.0,No,No,12.76
82558,17501,2026-01-13,79.5,Food & Beverage,Delivered,18.82,0.0,2.31,51.68,7.0,3.0,No,No,6.69
78927,16531,2026-01-13,90.07,Beauty,Delivered,15.15,0.0,2.61,40.53,14.0,4.0,No,No,31.78
81557,17239,2026-01-13,142.19,Electronics,Returned,4.96,0.0,4.12,106.64,,5.0,No,No,26.47
80937,17068,2026-01-13,93.56,Fashion,Delivered,0.41,0.0,2.71,51.46,14.0,1.0,No,No,38.98
63252,12803,2026-01-13,146.68,Fashion,Delivered,4.56,21.86,4.25,80.67,14.0,5.0,Yes,No,79.06
80938,17068,2026-01-13,82.04,Sports,Returned,23.72,0.0,2.38,47.58,,2.0,No,No,8.36
79278,16628,2026-01-13,175.81,Fashion,Delivered,10.46,0.0,5.1,96.7,7.0,3.0,No,No,63.55
82440,17474,2026-01-13,69.12,Food & Beverage,Delivered,9.19,0.0,2.0,44.93,9.0,,No,No,13.0
81422,17202,2026-01-13,92.09,Home & Garden,Delivered,17.82,20.25,2.67,55.25,3.0,,Yes,No,36.6
70771,14546,2026-01-13,145.08,Home & Garden,Delivered,14.99,28.27,4.21,87.05,6.0,,Yes,No,67.1
76344,15864,2026-01-13,79.62,Electronics,Delivered,23.8,0.0,2.31,59.72,4.0,5.0,No,No,-6.21
80969,17078,2026-01-13,66.18,Electronics,Delivered,12.86,0.0,1.92,49.64,8.0,,No,No,1.76
62500,12648,2026-01-13,129.78,Electronics,Delivered,10.4,0.0,3.76,97.34,11.0,4.0,No,No,18.28
52762,10582,2026-01-13,194.82,Electronics,Delivered,6.39,11.08,5.65,146.12,5.0,3.0,Yes,No,47.74
81570,17244,2026-01-13,283.15,Electronics,Returned,9.72,0.0,8.21,212.36,,2.0,No,No,52.86
81501,17224,2026-01-13,187.96,Home & Garden,Delivered,8.64,21.75,5.45,112.78,8.0,4.0,Yes,No,82.84
54411,10939,2026-01-13,42.55,Sports,Delivered,3.7,6.64,1.23,24.68,10.0,3.0,Yes,No,19.58
81452,17209,2026-01-13,58.22,Food & Beverage,Delivered,0.56,0.0,1.69,37.84,7.0,3.0,No,No,18.13
68882,14080,2026-01-13,48.85,Electronics,Delivered,1.45,0.0,1.42,36.64,9.0,5.0,No,No,9.34
69437,14229,2026-01-13,132.75,Home & Garden,Delivered,13.36,0.0,3.85,79.65,2.0,,No,No,35.89
76740,15972,2026-01-13,87.15,Food & Beverage,Cancelled,22.1,7.67,2.53,56.65,,5.0,Yes,No,13.54
51420,10298,2026-01-13,119.64,Sports,Delivered,5.51,5.38,3.47,69.39,6.0,5.0,Yes,No,46.65
77719,16214,2026-01-13,67.99,Food & Beverage,Delivered,7.64,7.46,1.97,44.19,2.0,2.0,Yes,No,21.65
74288,15368,2026-01-13,75.03,Home & Garden,Cancelled,24.71,0.0,2.18,45.02,,,No,Yes,3.12
56501,11370,2026-01-13,81.02,Books,Delivered,23.75,0.0,2.35,40.51,2.0,5.0,No,No,14.41
82699,17544,2026-01-13,75.63,Electronics,Delivered,17.27,0.0,2.19,56.72,11.0,5.0,No,No,-0.55
67108,13676,2026-01-13,120.68,Fashion,Delivered,5.32,0.0,3.5,66.37,13.0,5.0,No,No,45.49
77054,16040,2026-01-13,50.64,Beauty,Delivered,4.23,0.0,1.47,22.79,10.0,5.0,No,No,22.15
77067,16043,2026-01-13,117.27,Electronics,Delivered,0.84,0.0,3.4,87.95,5.0,3.0,No,No,25.08
82701,17544,2026-01-13,75.72,Home & Garden,Delivered,12.36,0.0,2.2,45.43,2.0,4.0,No,No,15.73
58881,11868,2026-01-13,232.36,Sports,Delivered,1.3,0.0,6.74,134.77,3.0,4.0,No,No,89.55
81330,17180,2026-01-13,173.06,Home & Garden,Delivered,14.56,0.0,5.02,103.84,12.0,,No,No,49.64
73544,15164,2026-01-13,117.11,Home & Garden,Delivered,3.14,0.0,3.4,70.27,2.0,5.0,No,No,40.3
81827,17304,2026-01-13,82.88,Home & Garden,Returned,2.48,0.0,2.4,49.73,,3.0,No,No,28.27
56356,11344,2026-01-13,69.34,Sports,Delivered,10.65,0.0,2.01,40.22,14.0,,No,No,16.46
81185,17139,2026-01-13,274.63,Beauty,Delivered,8.26,0.0,7.96,123.58,13.0,,No,No,134.83
80430,16927,2026-01-13,156.17,Home & Garden,Delivered,10.09,7.63,4.53,93.7,11.0,5.0,Yes,No,55.48
81341,17182,2026-01-13,122.02,Home & Garden,Delivered,4.19,6.34,3.54,73.21,6.0,3.0,Yes,No,47.42
50250,10059,2026-01-13,123.97,Fashion,Delivered,6.02,19.18,3.6,68.18,11.0,5.0,Yes,No,65.35
82732,17553,2026-01-13,239.56,Food & Beverage,Delivered,5.75,0.0,6.95,155.71,14.0,,No,No,71.15
81802,17298,2026-01-13,90.81,Fashion,Delivered,12.65,18.78,2.63,49.95,5.0,,Yes,No,44.36
50797,10162,2026-01-13,255.87,Books,Delivered,5.67,0.0,7.42,127.94,7.0,5.0,No,No,114.84
82342,17451,2026-01-13,64.21,Fashion,Delivered,0.73,0.0,1.86,35.32,8.0,5.0,No,No,26.3
80555,16955,2026-01-13,65.24,Home & Garden,Delivered,15.42,11.47,1.89,39.14,13.0,,Yes,No,20.26
60092,12131,2026-01-13,49.71,Beauty,Delivered,13.43,0.0,1.44,22.37,5.0,5.0,No,No,12.47
78866,16516,2026-01-13,143.47,Electronics,Delivered,5.75,0.0,4.16,107.6,2.0,5.0,No,No,25.96
67547,13770,2026-01-13,25.53,Home & Garden,Delivered,17.87,0.0,0.74,15.32,14.0,5.0,No,No,-8.4
75888,15760,2026-01-13,107.81,Beauty,Delivered,9.87,0.0,3.13,48.51,12.0,5.0,No,No,46.3
81948,17343,2026-01-13,30.9,Fashion,Delivered,1.57,18.6,0.9,17.0,9.0,5.0,Yes,No,30.03
56568,11383,2026-01-13,96.85,Home & Garden,Delivered,24.68,0.0,2.81,58.11,4.0,3.0,No,No,11.25
79765,16743,2026-01-13,134.51,Electronics,Delivered,8.65,26.31,3.9,100.88,4.0,4.0,Yes,No,47.39
71251,14641,2026-01-13,65.19,Fashion,Delivered,4.08,0.0,1.89,35.85,8.0,4.0,No,No,23.37
51684,10353,2026-01-13,49.54,Home & Garden,Delivered,2.85,0.0,1.44,29.72,1.0,5.0,No,No,15.53
81892,17324,2026-01-13,40.51,Home & Garden,Delivered,9.7,5.55,1.17,24.31,1.0,4.0,Yes,No,10.88
75608,15688,2026-01-13,34.38,Beauty,Delivered,20.22,0.0,1.0,15.47,11.0,5.0,No,No,-2.31
64905,13180,2026-01-13,121.08,Electronics,Delivered,1.58,0.0,3.51,90.81,5.0,,No,No,25.18
79676,16724,2026-01-13,45.73,Beauty,Delivered,8.74,0.0,1.33,20.58,3.0,2.0,No,No,15.08
51452,10304,2026-01-13,54.1,Electronics,Delivered,8.85,0.0,1.57,40.58,10.0,,No,No,3.1
81136,17126,2026-01-13,54.04,Books,Delivered,3.37,0.0,1.57,27.02,11.0,4.0,No,No,22.08
71243,14639,2026-01-13,91.25,Sports,Delivered,3.76,0.0,2.65,52.92,12.0,5.0,No,No,31.92
82307,17442,2026-01-13,95.96,Sports,Cancelled,15.6,0.0,2.78,55.66,,5.0,No,No,21.92
50037,10012,2026-01-13,52.65,Food & Beverage,Delivered,24.39,14.15,1.53,34.22,7.0,,Yes,No,6.66
51727,10364,2026-01-13,81.62,Food & Beverage,Delivered,19.6,0.0,2.37,53.05,13.0,4.0,No,No,6.6
71226,14635,2026-01-13,94.49,Home & Garden,Delivered,4.3,6.9,2.74,56.69,11.0,4.0,Yes,No,37.66
67694,13803,2026-01-13,118.04,Sports,In Transit,5.33,0.0,3.42,68.46,,5.0,No,No,40.83
71992,14805,2026-01-13,42.5,Beauty,Delivered,16.92,27.08,1.23,19.12,4.0,4.0,Yes,No,32.31
79836,16764,2026-01-13,75.44,Books,Delivered,24.5,0.0,2.19,37.72,9.0,4.0,No,No,11.03
74680,15455,2026-01-13,364.23,Food & Beverage,Delivered,8.76,0.0,10.56,236.75,2.0,1.0,No,No,108.16
55952,11257,2026-01-13,46.15,Home & Garden,Delivered,19.54,0.0,1.34,27.69,6.0,1.0,No,No,-2.42
82280,17438,2026-01-13,81.19,Sports,Cancelled,21.49,0.0,2.35,47.09,,5.0,No,No,10.26
50567,10116,2026-01-13,33.59,Fashion,Delivered,23.14,0.0,0.97,18.47,2.0,5.0,No,No,-8.99
73800,15234,2026-01-13,82.52,Sports,Delivered,2.69,0.0,2.39,47.86,6.0,1.0,No,No,29.58
82635,17525,2026-01-13,45.46,Home & Garden,Delivered,21.53,14.75,1.32,27.28,14.0,2.0,Yes,No,10.08
