customer_id,signup_date,age,gender,location_city,location_state,acquisition_channel,acquisition_cost,subscription_tier,billing_cycle,payment_method,first_purchase_value,total_orders_to_date,total_revenue_to_date,last_order_date,days_since_last_order,customer_lifetime_months,subscription_status,churn_date,churn_reason,customer_support_tickets,nps_score,email_engagement_score,feature_usage_score,customer_segment
16662,2025-11-08,30,Female,Philadelphia,PA,Paid Search,95,Basic,Monthly,Credit Card,15.0,4,501.65,2026-01-15 14:15:07.885039,56,4,Churned,2026-02-06 14:15:07.885039,Poor support,10,8.0,71.8,35.3,Churned
16663,2025-11-08,48,Female,Phoenix,AZ,Direct,0,Basic,Monthly,Credit Card,45.68,0,116.0,,0,4,Churned,2026-01-06 14:15:07.885039,Financial reasons,2,,60.0,31.6,Churned
16664,2025-11-08,22,Female,San Jose,CA,Paid Search,95,Basic,Monthly,Bank Transfer,139.63,18,2054.66,2026-01-25 14:15:09.511750,46,4,At Risk,,,3,,40.4,,At Risk
16665,2025-11-08,29,Female,Miami,FL,Referral,25,Basic,Monthly,Credit Card,68.21,0,116.0,,0,4,Churned,2025-12-22 14:15:07.885039,Not using enough,2,3.0,62.3,16.9,Churned
16666,2025-11-08,26,Other,Boston,MA,Direct,0,Basic,Annual,Credit Card,57.64,4,276.95,2025-12-08 14:15:07.885039,94,4,Churned,2026-01-27 14:15:07.885039,Financial reasons,3,0.0,19.5,40.7,Churned
16667,2025-11-08,22,Male,San Diego,CA,Email Campaign,15,Basic,Annual,Bank Transfer,15.0,8,997.76,2026-02-07 14:15:09.511772,33,4,Active,,,1,,59.9,43.2,Growing
16668,2025-11-08,35,Female,Minneapolis,MN,Paid Social,85,Plus,Monthly,Credit Card,15.0,2,319.93,2026-01-18 14:15:09.511781,53,4,At Risk,,,1,,35.3,54.6,At Risk
16669,2025-11-08,42,Female,Houston,TX,Paid Social,85,Basic,Annual,Apple Pay,88.39,2,254.17,2025-12-20 14:15:09.511790,82,4,At Risk,,,2,2.0,42.2,87.6,At Risk
16670,2025-11-08,46,Male,Chicago,IL,Direct,0,Basic,Monthly,Bank Transfer,79.85,1,194.65,2025-11-29 14:15:07.885039,103,4,Churned,2026-01-16 14:15:07.885039,Moved/relocated,8,,43.4,90.8,Churned
16671,2025-11-08,40,Female,Los Angeles,CA,Organic Search,45,Basic,Monthly,Credit Card,151.22,5,664.62,2025-12-15 14:15:09.511810,87,4,At Risk,,,3,1.0,44.2,88.3,At Risk
16672,2025-11-08,30,Female,New York,NY,Email Campaign,15,Plus,Annual,PayPal,161.47,0,176.4,,0,4,At Risk,,,2,0.0,64.9,37.1,At Risk
16673,2025-11-08,42,Female,Dallas,TX,Paid Social,85,Plus,Monthly,Apple Pay,299.9,1,242.19,2025-11-25 14:15:07.885039,107,4,Churned,2026-01-06 14:15:07.885039,Found competitor,1,1.0,31.5,63.6,Churned
16674,2025-11-08,39,Male,Atlanta,GA,Paid Social,85,Premium,Monthly,PayPal,81.9,9,1159.77,2026-01-24 14:15:09.511833,47,4,Active,,,4,9.0,42.5,58.1,Growing
16675,2025-11-08,49,Female,Atlanta,GA,Direct,0,Plus,Monthly,Credit Card,183.23,3,529.72,2025-12-15 14:15:09.511841,87,4,Active,,,3,,34.1,95.8,Growing
16676,2025-11-08,47,Male,San Diego,CA,Direct,0,Basic,Monthly,Bank Transfer,256.28,11,828.64,2026-01-08 14:15:07.885039,63,4,Churned,2026-02-10 14:15:07.885039,Price too high,3,6.0,16.4,55.6,Churned
16677,2025-11-09,38,Male,Los Angeles,CA,Email Campaign,15,Basic,Monthly,Credit Card,61.18,5,625.53,2025-12-05 14:15:07.885039,97,4,Churned,2025-12-19 14:15:07.885039,Poor support,3,4.0,28.9,53.9,Churned
16678,2025-11-09,27,Male,Tampa,FL,Paid Social,85,Basic,Annual,Credit Card,83.0,4,494.87,2025-11-29 14:15:09.511873,103,4,Active,,,3,,19.1,72.7,Growing
16679,2025-11-09,30,Female,San Antonio,TX,Email Campaign,15,Premium,Monthly,Bank Transfer,32.11,7,848.55,2025-11-11 14:15:09.511882,121,4,Active,,,0,,64.6,92.9,Growing
16680,2025-11-09,31,Female,Philadelphia,PA,Paid Social,85,Plus,Monthly,Credit Card,100.03,4,381.3,2025-12-08 14:15:07.885039,94,4,Churned,2026-02-15 14:15:07.885039,Price too high,3,5.0,30.6,43.7,Churned
16681,2025-11-09,34,Male,Seattle,WA,Paid Social,85,Basic,Monthly,PayPal,28.78,4,475.16,2025-12-06 14:15:07.885039,96,4,Churned,2026-01-05 14:15:07.885039,Moved/relocated,1,5.0,11.5,62.2,Churned
16682,2025-11-09,41,Female,Portland,OR,Organic Search,45,Basic,Annual,Credit Card,40.84,2,216.32,2025-12-28 14:15:07.885039,74,4,Churned,2026-02-20 14:15:07.885039,Product quality,2,2.0,27.3,,Churned
16683,2025-11-09,46,Male,Minneapolis,MN,Email Campaign,15,Basic,Monthly,PayPal,168.92,1,164.23,2026-01-06 14:15:09.511925,65,4,At Risk,,,0,,52.7,35.3,At Risk
16684,2025-11-09,37,Male,San Jose,CA,Paid Social,85,Basic,Monthly,Credit Card,44.75,1,215.52,2025-11-21 14:15:07.885039,111,4,Churned,2026-02-10 14:15:07.885039,Not using enough,2,8.0,46.0,61.3,Churned
16685,2025-11-09,38,Female,Atlanta,GA,Referral,25,Plus,Annual,Credit Card,111.61,6,438.69,2026-01-10 14:15:09.511945,61,4,Paused,,,0,,15.6,63.1,Growing
16686,2025-11-09,39,Male,San Antonio,TX,Paid Social,85,Plus,Monthly,Credit Card,112.51,2,360.62,2026-02-22 14:15:09.511954,18,4,At Risk,,,4,,45.2,69.1,At Risk
16687,2025-11-09,31,Female,Dallas,TX,Paid Social,85,Plus,Monthly,Credit Card,15.0,1,236.18,2025-12-20 14:15:07.885039,82,4,Churned,2025-12-25 14:15:07.885039,Price too high,1,0.0,66.7,11.7,Churned
16688,2025-11-09,26,Male,Houston,TX,Organic Search,45,Basic,Monthly,Credit Card,120.78,0,116.0,,0,4,Churned,2026-01-19 14:15:07.885039,Not using enough,4,9.0,6.8,77.6,Churned
16689,2025-11-09,22,Male,Tampa,FL,Paid Search,95,Basic,Monthly,Credit Card,49.1,2,304.16,2026-02-05 14:15:07.885039,35,4,Churned,2026-02-21 14:15:07.885039,Found competitor,2,5.0,55.5,66.5,Churned
16690,2025-11-09,29,Female,San Antonio,TX,Email Campaign,15,Plus,Monthly,Apple Pay,37.71,3,532.8,2026-02-13 14:15:07.885039,27,4,Churned,2026-02-18 14:15:07.885039,Poor support,0,0.0,78.6,28.8,Churned
16691,2025-11-10,43,Female,Austin,TX,Organic Search,45,Plus,Monthly,Credit Card,76.15,14,1507.49,2025-12-09 14:15:09.511999,93,4,Active,,,0,,66.2,43.1,High Value
16692,2025-11-10,29,Male,San Jose,CA,Email Campaign,15,Basic,Monthly,Credit Card,50.5,3,305.5,2025-11-14 14:15:07.885039,118,4,Churned,2025-12-17 14:15:07.885039,Not using enough,2,1.0,20.6,26.5,Churned
16693,2025-11-10,35,Female,Los Angeles,CA,Direct,0,Plus,Annual,Credit Card,122.75,11,676.56,2025-12-17 14:15:09.512019,85,4,Active,,,0,,41.4,55.3,Growing
16694,2025-11-10,43,Female,Houston,TX,Direct,0,Plus,Monthly,Apple Pay,103.05,3,505.77,2025-11-23 14:15:09.512028,109,4,Active,,,2,0.0,37.2,74.5,Growing
16695,2025-11-10,44,Female,Minneapolis,MN,Referral,25,Basic,Monthly,PayPal,213.0,0,116.0,,0,4,At Risk,,,0,,52.2,69.5,At Risk
16696,2025-11-10,25,Male,Seattle,WA,Organic Search,45,Plus,Annual,PayPal,70.21,9,1056.19,2025-12-12 14:15:09.512039,90,4,Active,,,0,8.0,81.9,56.2,Growing
16697,2025-11-10,49,Female,New York,NY,Referral,25,Basic,Monthly,Credit Card,60.52,5,678.59,2025-12-09 14:15:09.512048,93,4,Active,,,0,,53.3,92.3,Growing
16698,2025-11-10,51,Female,Atlanta,GA,Direct,0,Plus,Monthly,Credit Card,312.68,1,270.45,2025-11-21 14:15:07.885039,111,4,Churned,2026-01-03 14:15:07.885039,Poor support,5,7.0,25.8,26.5,Churned
16699,2025-11-10,24,Male,Houston,TX,Email Campaign,15,Basic,Monthly,Credit Card,133.27,0,116.0,,0,4,Churned,2026-02-14 14:15:07.885039,Found competitor,2,,66.2,69.4,Churned
16700,2025-11-10,28,Female,Tampa,FL,Direct,0,Plus,Monthly,PayPal,59.54,6,781.95,2025-12-24 14:15:09.512069,78,4,Active,,,1,,47.4,49.2,Growing
16701,2025-11-10,52,Female,Phoenix,AZ,Paid Social,85,Basic,Monthly,Credit Card,215.35,0,116.0,,0,4,Churned,2026-02-10 14:15:07.885039,Price too high,6,10.0,34.6,52.6,Churned
16702,2025-11-10,36,Female,New York,NY,Organic Search,45,Basic,Monthly,PayPal,89.02,2,257.21,2025-12-25 14:15:07.885039,77,4,Churned,2026-01-11 14:15:07.885039,Moved/relocated,6,2.0,43.7,51.5,Churned
16703,2025-11-10,22,Female,Denver,CO,Direct,0,Plus,Annual,Credit Card,44.56,4,610.08,2026-01-26 14:15:09.512091,45,4,Active,,,2,,80.9,90.1,Growing
16704,2025-11-10,22,Female,Houston,TX,Referral,25,Plus,Monthly,Credit Card,36.42,7,728.25,2026-02-09 14:15:09.512100,31,4,Active,,,3,,78.8,63.8,Growing
16705,2025-11-10,35,Female,Denver,CO,Organic Search,45,Premium,Monthly,Credit Card,67.78,1,428.73,2025-11-20 14:15:07.885039,112,4,Churned,2025-12-24 14:15:07.885039,Financial reasons,1,4.0,21.7,52.9,Churned
16706,2025-11-10,24,Female,Phoenix,AZ,Paid Social,85,Plus,Monthly,Credit Card,81.62,3,404.63,2026-02-14 14:15:07.885039,26,4,Churned,2026-02-20 14:15:07.885039,Found competitor,4,,65.9,10.0,Churned
16707,2025-11-10,33,Female,Houston,TX,Direct,0,Plus,Annual,Credit Card,70.54,3,520.17,2025-11-16 14:15:07.885039,116,4,Churned,2025-12-20 14:15:07.885039,Moved/relocated,1,6.0,64.7,87.0,Churned
16708,2025-11-10,38,Female,Boston,MA,Organic Search,45,Plus,Monthly,Credit Card,80.81,2,382.26,2025-11-19 14:15:07.885039,113,4,Churned,2026-01-12 14:15:07.885039,Financial reasons,1,,60.5,87.6,Churned
16709,2025-11-10,55,Male,Houston,TX,Organic Search,45,Basic,Annual,Credit Card,123.1,1,175.34,2025-12-02 14:15:07.885039,100,4,Churned,2026-01-01 14:15:07.885039,Price too high,5,4.0,63.8,27.6,Churned
16710,2025-11-10,34,Male,Detroit,MI,Paid Social,85,Basic,Monthly,PayPal,41.89,2,305.67,2026-01-06 14:15:07.885039,65,4,Churned,2026-02-06 14:15:07.885039,Product quality,3,8.0,57.8,10.6,Churned
16711,2025-11-11,50,Female,Austin,TX,Paid Search,95,Basic,Monthly,Credit Card,16.84,1,176.24,2025-12-08 14:15:07.885039,94,4,Churned,2026-02-11 14:15:07.885039,Product quality,4,,33.7,61.8,Churned
16712,2025-11-11,55,Male,Minneapolis,MN,Paid Search,95,Basic,Monthly,Credit Card,28.26,3,382.56,2025-12-11 14:15:09.512186,91,4,Active,,,0,9.0,87.1,75.3,Growing
16713,2025-11-11,55,Female,Houston,TX,Email Campaign,15,Basic,Monthly,Credit Card,101.56,2,241.99,2026-01-02 14:15:07.885039,69,4,Churned,2026-01-14 14:15:07.885039,Moved/relocated,2,5.0,57.8,61.7,Churned
16714,2025-11-11,41,Female,Denver,CO,Email Campaign,15,Premium,Monthly,Credit Card,41.05,5,586.06,2025-12-23 14:15:09.512205,79,4,Active,,,2,,41.8,71.0,Growing
16715,2025-11-11,22,Female,Philadelphia,PA,Paid Social,85,Plus,Monthly,Credit Card,76.64,2,351.43,2025-11-11 14:15:07.885039,121,4,Churned,2026-01-22 14:15:07.885039,Found competitor,2,4.0,41.0,23.7,Churned
16716,2025-11-11,43,Other,New York,NY,Organic Search,45,Premium,Annual,Credit Card,39.13,2,388.52,2025-12-27 14:15:09.512226,75,4,Active,,,0,8.0,25.4,42.3,Growing
16717,2025-11-11,50,Female,New York,NY,Direct,0,Premium,Annual,Credit Card,44.08,13,1540.22,2026-01-08 14:15:09.512236,63,4,Active,,,2,0.0,72.9,19.8,High Value
16718,2025-11-11,37,Male,Chicago,IL,Organic Search,45,Basic,Monthly,Credit Card,83.26,1,207.47,2025-11-27 14:15:07.885039,105,4,Churned,2026-01-17 14:15:07.885039,Found competitor,2,1.0,35.3,87.0,Churned
16719,2025-11-11,58,Female,New York,NY,Email Campaign,15,Basic,Annual,PayPal,105.33,0,104.4,,0,4,Active,,,1,1.0,53.3,86.1,Growing
16720,2025-11-11,48,Male,Detroit,MI,Referral,25,Plus,Monthly,PayPal,73.98,2,389.6,2025-11-17 14:15:07.885039,115,4,Churned,2025-12-31 14:15:07.885039,Found competitor,2,8.0,69.4,33.6,Churned
16721,2025-11-11,44,Male,Boston,MA,Organic Search,45,Premium,Monthly,Credit Card,97.13,0,316.0,,0,4,Churned,2025-12-31 14:15:07.885039,Product quality,2,0.0,60.0,89.7,Churned
16722,2025-11-11,51,Male,Chicago,IL,Email Campaign,15,Basic,Monthly,Credit Card,20.5,1,197.55,2025-11-21 14:15:07.885039,111,4,Churned,2026-01-02 14:15:07.885039,Financial reasons,3,8.0,56.8,97.7,Churned
16723,2025-11-11,42,Male,Tampa,FL,Email Campaign,15,Plus,Monthly,Credit Card,59.65,3,512.31,2026-02-02 14:15:09.512282,38,4,Active,,,1,10.0,43.5,46.8,Growing
16724,2025-11-11,22,Male,Philadelphia,PA,Referral,25,Basic,Monthly,Credit Card,50.15,2,349.55,2026-01-10 14:15:07.885039,61,4,Churned,2026-02-11 14:15:07.885039,Not using enough,5,7.0,33.4,57.8,Churned
16725,2025-11-12,32,Male,Atlanta,GA,Organic Search,45,Basic,Monthly,Credit Card,107.88,5,489.06,2025-12-27 14:15:09.512301,75,4,At Risk,,,2,,47.4,36.5,At Risk
16726,2025-11-12,52,Female,Tampa,FL,Paid Social,85,Basic,Annual,Credit Card,38.29,3,323.29,2026-01-15 14:15:09.512310,56,4,At Risk,,,0,,70.4,34.1,At Risk
16727,2025-11-12,28,Female,New York,NY,Email Campaign,15,Basic,Monthly,PayPal,16.41,3,305.89,2026-01-30 14:15:09.512319,41,4,Active,,,3,9.0,36.0,71.8,Growing
16728,2025-11-12,35,Male,Tampa,FL,Paid Search,95,Premium,Annual,Credit Card,15.95,7,1040.42,2025-11-27 14:15:09.512328,105,4,Active,,,2,6.0,81.3,80.0,Growing
16729,2025-11-12,25,Male,Minneapolis,MN,Organic Search,45,Basic,Monthly,PayPal,69.17,2,304.41,2026-01-18 14:15:09.512338,53,4,Active,,,0,10.0,63.9,68.1,Growing
16730,2025-11-12,59,Female,Dallas,TX,Paid Search,95,Premium,Monthly,PayPal,89.75,7,983.16,2026-01-30 14:15:09.512347,41,4,Active,,,1,6.0,61.1,89.1,Growing
16731,2025-11-12,58,Female,Miami,FL,Referral,25,Basic,Annual,PayPal,81.94,9,634.51,2026-03-04 14:15:09.512355,8,4,Active,,,0,1.0,55.9,71.0,Growing
16732,2025-11-12,27,Female,Seattle,WA,Direct,0,Premium,Monthly,Bank Transfer,52.14,0,316.0,,0,4,Churned,2025-12-26 14:15:07.885039,Moved/relocated,4,8.0,42.9,23.0,Churned
16733,2025-11-12,39,Male,Dallas,TX,Organic Search,45,Plus,Annual,Credit Card,47.41,3,434.69,2025-12-20 14:15:09.512367,82,4,Active,,,2,,35.5,80.7,Growing
16734,2025-11-12,29,Female,Boston,MA,Paid Social,85,Plus,Monthly,Credit Card,86.09,2,344.05,2026-01-22 14:15:07.885039,49,4,Churned,2026-02-18 14:15:07.885039,Product quality,3,,37.9,32.4,Churned
16735,2025-11-12,45,Female,Miami,FL,Organic Search,45,Basic,Annual,PayPal,31.85,2,283.24,2025-12-03 14:15:09.512388,99,4,Active,,,1,,58.9,97.6,Growing
16736,2025-11-12,44,Female,Detroit,MI,Paid Social,85,Plus,Monthly,Credit Card,54.93,7,946.66,2025-11-27 14:15:07.885039,105,4,Churned,2026-01-02 14:15:07.885039,Poor support,3,3.0,81.6,42.1,Churned
16737,2025-11-12,47,Male,Philadelphia,PA,Paid Search,95,Premium,Monthly,Apple Pay,69.9,1,415.13,2025-11-14 14:15:07.885039,118,4,Churned,2026-02-09 14:15:07.885039,Moved/relocated,1,4.0,59.5,81.4,Churned
16738,2025-11-13,41,Male,Austin,TX,Organic Search,45,Basic,Monthly,Credit Card,196.58,7,513.8,2025-12-19 14:15:07.885039,83,3,Churned,2026-01-24 14:15:07.885039,Price too high,3,4.0,52.2,68.6,Churned
16739,2025-11-13,70,Male,Philadelphia,PA,Email Campaign,15,Basic,Annual,Credit Card,15.0,10,1167.04,2025-12-28 14:15:09.512429,74,3,At Risk,,,0,7.0,15.0,50.2,At Risk
16740,2025-11-13,25,Male,Minneapolis,MN,Organic Search,45,Basic,Monthly,PayPal,42.76,4,478.13,2025-12-31 14:15:07.885039,71,3,Churned,2026-01-10 14:15:07.885039,Found competitor,5,,13.5,33.5,Churned
16741,2025-11-13,22,Female,Austin,TX,Referral,25,Basic,Annual,Credit Card,56.66,2,217.36,2025-12-05 14:15:09.512449,97,3,At Risk,,,3,3.0,8.4,60.8,At Risk
16742,2025-11-13,33,Female,Chicago,IL,Organic Search,45,Basic,Monthly,Credit Card,169.73,8,870.72,2026-01-03 14:15:09.512458,68,3,Active,,,2,9.0,53.5,84.6,Growing
16743,2025-11-13,22,Female,Austin,TX,Organic Search,45,Plus,Monthly,Apple Pay,81.35,7,471.5,2025-12-15 14:15:09.512466,87,3,At Risk,,,2,0.0,83.9,50.7,At Risk
16744,2025-11-13,22,Female,Tampa,FL,Paid Social,85,Basic,Monthly,Credit Card,133.79,6,658.66,2025-11-18 14:15:09.512475,114,3,At Risk,,,2,7.0,76.3,65.5,At Risk
16745,2025-11-14,25,Female,Seattle,WA,Direct,0,Plus,Monthly,Credit Card,15.0,6,726.41,2025-12-21 14:15:07.885039,81,3,Churned,2025-12-27 14:15:07.885039,Financial reasons,3,,11.6,53.5,Churned
16746,2025-11-14,26,Male,Dallas,TX,Organic Search,45,Premium,Monthly,Credit Card,149.6,8,1025.78,2025-11-22 14:15:09.512495,110,3,Paused,,,1,4.0,33.5,74.5,Growing
16747,2025-11-14,26,Other,Philadelphia,PA,Organic Search,45,Plus,Monthly,Credit Card,27.71,5,391.27,2025-12-17 14:15:09.512504,85,3,At Risk,,,0,,50.2,29.0,At Risk
16748,2025-11-14,44,Female,Detroit,MI,Organic Search,45,Basic,Annual,Credit Card,92.35,6,522.04,2025-12-23 14:15:09.512512,79,3,Active,,,0,1.0,77.5,84.6,Growing
16749,2025-11-14,31,Male,Detroit,MI,Paid Search,95,Plus,Monthly,Credit Card,70.45,1,235.98,2025-12-24 14:15:07.885039,78,3,Churned,2026-01-11 14:15:07.885039,Product quality,2,,41.0,61.6,Churned
16750,2025-11-14,35,Male,San Antonio,TX,Email Campaign,15,Basic,Monthly,Credit Card,33.96,3,315.27,2025-12-30 14:15:07.885039,72,3,Churned,2026-01-04 14:15:07.885039,Product quality,1,3.0,62.1,15.4,Churned
16751,2025-11-14,48,Female,San Jose,CA,Referral,25,Basic,Monthly,Apple Pay,15.0,1,155.2,2026-01-28 14:15:07.885039,43,3,Churned,2026-01-29 14:15:07.885039,Found competitor,0,4.0,60.6,74.7,Churned
16752,2025-11-14,28,Female,Dallas,TX,Referral,25,Basic,Annual,PayPal,130.48,4,454.85,2026-02-03 14:15:09.512588,37,3,At Risk,,,1,2.0,7.4,72.9,At Risk
16753,2025-11-14,34,Male,San Diego,CA,Organic Search,45,Premium,Monthly,PayPal,93.06,1,349.64,2025-12-09 14:15:07.885039,93,3,Churned,2025-12-12 14:15:07.885039,Not using enough,3,3.0,66.4,52.9,Churned
16754,2025-11-14,42,Female,Seattle,WA,Email Campaign,15,Plus,Monthly,Credit Card,112.35,2,361.13,2025-12-02 14:15:07.885039,100,3,Churned,2025-12-15 14:15:07.885039,Product quality,3,5.0,72.1,53.5,Churned
16755,2025-11-14,22,Female,Phoenix,AZ,Organic Search,45,Basic,Monthly,Credit Card,100.33,1,191.36,2025-12-27 14:15:09.512624,75,3,Active,,,2,10.0,33.1,56.0,Growing
16756,2025-11-14,22,Female,Miami,FL,Paid Social,85,Basic,Annual,PayPal,15.0,6,713.62,2025-11-17 14:15:07.885039,115,3,Churned,2025-12-24 14:15:07.885039,Product quality,5,4.0,36.8,43.7,Churned
16757,2025-11-15,42,Male,San Antonio,TX,Email Campaign,15,Basic,Annual,PayPal,44.81,7,624.44,2025-11-26 14:15:09.512645,106,3,Active,,,3,,69.6,89.8,Growing
16758,2025-11-15,43,Male,San Jose,CA,Email Campaign,15,Premium,Annual,Credit Card,94.02,3,427.45,2025-12-05 14:15:07.885039,97,3,Churned,2026-01-06 14:15:07.885039,Poor support,3,,50.8,26.1,Churned
16759,2025-11-15,62,Female,Boston,MA,Organic Search,45,Premium,Annual,Credit Card,20.36,3,455.54,2025-11-24 14:15:09.512666,108,3,Active,,,1,1.0,61.0,57.5,Growing
16760,2025-11-15,39,Female,San Diego,CA,Organic Search,45,Basic,Monthly,Credit Card,63.53,2,214.3,2025-12-21 14:15:07.885039,81,3,Churned,2025-12-24 14:15:07.885039,Financial reasons,1,0.0,58.7,76.2,Churned
16761,2025-11-15,47,Male,San Diego,CA,Direct,0,Basic,Monthly,Credit Card,40.03,1,189.04,2025-11-29 14:15:07.885039,103,3,Churned,2025-12-12 14:15:07.885039,Found competitor,3,10.0,61.5,37.6,Churned
16762,2025-11-15,35,Male,Portland,OR,Referral,25,Plus,Monthly,PayPal,135.34,2,288.42,2026-02-21 14:15:09.512697,19,3,At Risk,,,2,4.0,90.0,55.3,At Risk
16763,2025-11-15,41,Male,Los Angeles,CA,Organic Search,45,Basic,Monthly,Credit Card,99.45,1,135.78,2025-11-23 14:15:07.885039,109,3,Churned,2026-01-16 14:15:07.885039,Product quality,7,3.0,31.9,22.1,Churned
16764,2025-11-15,58,Male,Dallas,TX,Organic Search,45,Basic,Monthly,Credit Card,54.11,5,570.87,2026-01-26 14:15:09.512717,45,3,At Risk,,,1,2.0,34.4,87.5,At Risk
16765,2025-11-15,22,Female,Austin,TX,Direct,0,Plus,Monthly,PayPal,56.0,1,246.69,2026-02-18 14:15:09.512726,22,3,At Risk,,,1,,59.5,56.8,At Risk
16766,2025-11-15,42,Other,Denver,CO,Direct,0,Basic,Monthly,Credit Card,74.04,4,268.55,2025-11-16 14:15:07.885039,116,3,Churned,2026-01-28 14:15:07.885039,Poor support,4,7.0,56.3,27.0,Churned
16767,2025-11-15,63,Male,Austin,TX,Paid Search,95,Plus,Monthly,PayPal,162.14,2,250.97,2025-12-01 14:15:07.885039,101,3,Churned,2026-01-03 14:15:07.885039,Product quality,4,4.0,72.1,27.8,Churned
16768,2025-11-15,41,Male,New York,NY,Paid Social,85,Basic,Monthly,Bank Transfer,37.86,2,242.63,2025-12-13 14:15:07.885039,89,3,Churned,2025-12-29 14:15:07.885039,Product quality,4,9.0,42.1,24.4,Churned
16769,2025-11-16,57,Female,Denver,CO,Email Campaign,15,Plus,Monthly,Credit Card,33.62,12,812.23,2025-12-01 14:15:09.512767,101,3,Active,,,0,9.0,65.3,44.0,Growing
16770,2025-11-16,30,Male,Miami,FL,Organic Search,45,Plus,Annual,PayPal,55.63,8,522.85,2025-12-14 14:15:09.512776,88,3,Active,,,1,,69.4,82.6,Growing
16771,2025-11-16,37,Female,Minneapolis,MN,Referral,25,Plus,Monthly,Credit Card,79.37,2,260.67,2025-12-27 14:15:07.885039,75,3,Churned,2025-12-29 14:15:07.885039,Poor support,3,,20.4,47.3,Churned
16772,2025-11-16,38,Female,Los Angeles,CA,Organic Search,45,Plus,Annual,Credit Card,15.0,7,912.47,2025-12-14 14:15:09.512796,88,3,Active,,,4,,23.8,61.3,Growing
16773,2025-11-16,22,Female,Dallas,TX,Organic Search,45,Basic,Monthly,PayPal,15.0,1,146.48,2025-12-05 14:15:07.885039,97,3,Churned,2026-01-19 14:15:07.885039,Moved/relocated,4,,25.8,34.2,Churned
16774,2025-11-16,23,Male,Detroit,MI,Organic Search,45,Basic,Monthly,PayPal,153.3,5,315.31,2025-12-13 14:15:09.512816,89,3,At Risk,,,4,,7.5,73.7,At Risk
16775,2025-11-16,24,Male,Boston,MA,Referral,25,Basic,Monthly,PayPal,105.25,3,222.97,2025-11-21 14:15:07.885039,111,3,Churned,2025-12-16 14:15:07.885039,Not using enough,3,8.0,44.3,38.6,Churned
16776,2025-11-16,47,Female,Philadelphia,PA,Email Campaign,15,Basic,Monthly,Bank Transfer,15.0,3,221.06,2026-01-05 14:15:07.885039,66,3,Churned,2026-01-15 14:15:07.885039,Price too high,3,9.0,42.5,40.8,Churned
16777,2025-11-16,48,Male,Los Angeles,CA,Referral,25,Basic,Annual,Credit Card,74.59,4,385.86,2026-01-24 14:15:09.512848,47,3,Active,,,1,7.0,24.2,71.1,Growing
16778,2025-11-16,41,Male,Miami,FL,Direct,0,Plus,Monthly,PayPal,26.31,1,232.75,2025-12-10 14:15:07.885039,92,3,Churned,2025-12-29 14:15:07.885039,Not using enough,1,9.0,15.1,14.8,Churned
16779,2025-11-16,47,Female,Dallas,TX,Referral,25,Basic,Annual,PayPal,62.85,2,314.94,2025-12-29 14:15:07.885039,73,3,Churned,2026-02-02 14:15:07.885039,Financial reasons,1,4.0,80.4,25.1,Churned
16780,2025-11-16,36,Female,Los Angeles,CA,Email Campaign,15,Basic,Monthly,Credit Card,49.78,6,430.05,2025-11-17 14:15:07.885039,115,3,Churned,2026-01-20 14:15:07.885039,Price too high,2,6.0,30.6,80.9,Churned
16781,2025-11-16,52,Female,New York,NY,Paid Search,95,Plus,Monthly,Apple Pay,19.33,6,784.2,2025-12-09 14:15:09.512889,93,3,Active,,,3,10.0,30.0,57.3,Growing
16782,2025-11-16,38,Male,Los Angeles,CA,Email Campaign,15,Plus,Monthly,Credit Card,100.07,4,332.73,2026-01-12 14:15:07.885039,59,3,Churned,2026-01-13 14:15:07.885039,Not using enough,1,4.0,81.6,58.9,Churned
16783,2025-11-16,38,Female,Portland,OR,Organic Search,45,Basic,Monthly,PayPal,77.35,2,212.34,2025-11-26 14:15:07.885039,106,3,Churned,2025-12-17 14:15:07.885039,Product quality,4,,14.6,77.2,Churned
16784,2025-11-16,34,Female,Los Angeles,CA,Paid Search,95,Basic,Monthly,PayPal,327.14,0,87.0,,0,3,Churned,2025-12-19 14:15:07.885039,Financial reasons,3,,53.7,30.8,Churned
16785,2025-11-17,46,Male,Tampa,FL,Organic Search,45,Basic,Monthly,Credit Card,34.42,1,192.7,2026-01-25 14:15:09.512922,46,3,At Risk,,,1,2.0,84.5,,At Risk
16786,2025-11-17,32,Female,Austin,TX,Email Campaign,15,Basic,Annual,Credit Card,183.26,2,203.37,2025-12-09 14:15:07.885039,93,3,Churned,2026-01-26 14:15:07.885039,Price too high,3,10.0,34.1,59.0,Churned
16787,2025-11-17,49,Male,Chicago,IL,Paid Social,85,Premium,Monthly,Credit Card,175.96,8,624.36,2025-11-26 14:15:09.512942,106,3,Active,,,0,,50.0,75.2,Growing
16788,2025-11-17,24,Male,Phoenix,AZ,Email Campaign,15,Basic,Monthly,Credit Card,38.89,3,358.98,2025-12-22 14:15:09.512951,80,3,At Risk,,,2,,26.6,95.5,At Risk
16789,2025-11-17,24,Male,Dallas,TX,Email Campaign,15,Plus,Annual,Credit Card,66.48,6,612.04,2025-12-10 14:15:09.512960,92,3,At Risk,,,1,1.0,20.2,31.6,At Risk
